,uid,activity_mean,activity_var,audio_mean,audio_var,bluetooth_sum,bluetooth_var,bluetooth_mean,bluetooth_day_num,conversation_sum,conversation_var,conversation_mean,conversation_day_num,dark_sum,dark_var,dark_mean,dark_day_num,phonecharge_sum,phonecharge_var,phonecharge_mean,phonecharge_day_num,phonelock_sum,phonelock_var,phonelock_mean,phonelock_day_num,in_time_second,near_time_second,in_all_percentage,pre_score,post_socre,pre_label,post_label
23,u36,0.500070689,0.943839282,0.69054221,0.631605117,0.6009797370000001,0.7661060120000001,0.610749309,0.117647059,0.606169422,0.616541948,0.675984418,0.171428571,0.303754381,0.6485779,0.39802355700000003,0.093023256,0.874849999,0.865385796,0.9226432720000001,0.304347826,0.142736098,0.787814178,0.172134591,0.022727273,0.12625193,0.7419382609999999,0.242064307,46,46.0,1,1
24,u42,0.867296554,0.9858200659999999,0.742749181,0.77611066,0.8191939429999999,0.806608599,0.787475039,0.441176471,0.697925868,0.49207349200000006,0.6272320029999999,0.6,0.750877893,0.43631593399999996,0.616980125,0.674418605,0.999017061,0.9566655390000001,0.947415715,0.913043478,0.8539463820000001,0.48303881600000004,0.829863699,0.636363636,0.39145821,0.817675831,0.206816033,45,16.0,1,0
25,u43,0.604476048,0.9557395320000001,0.561859546,0.667135125,0.68002672,0.699611419,0.65753762,0.264705882,0.513882552,0.5159951979999999,0.562499375,0.257142857,0.633883601,0.599111595,0.55459555,0.48837209299999995,0.8473277020000001,0.816414566,0.850430166,0.456521739,0.60523715,0.347313215,0.507237387,0.43181818200000005,0.602886377,0.0,1.0,47,42.0,1,1
26,u44,0.944788605,0.9979088909999999,0.804675183,0.95603144,0.706746827,0.8147749590000001,0.662544974,0.352941176,0.7371072259999999,0.9070695990000001,0.775936893,0.257142857,0.837939929,0.657698324,0.7920440940000001,0.581395349,0.944443458,0.943359939,0.947319989,0.586956522,0.42333144799999994,0.579528661,0.364938716,0.25,0.103619516,0.8415204829999999,0.149238163,48,41.0,1,1
27,u45,0.754154555,0.9591257440000001,0.574862649,0.745728652,0.8410153640000001,0.8164579009999999,0.757099211,0.647058824,0.626688864,0.531659168,0.540954701,0.6,0.867004491,0.7146547659999999,0.711872672,0.860465116,0.735923833,0.45534040200000003,0.590100231,0.6521739129999999,0.587495059,0.5982702560000001,0.280186567,0.636363636,0.488110294,0.246899875,0.7589806459999999,48,49.0,1,1
28,u46,0.017964476,0.9486370690000001,0.113521715,0.593153831,0.388554888,0.239910965,0.244222976,0.352941176,0.169824482,0.655267643,0.14486263900000002,0.4,0.665681206,0.847796433,0.667956904,0.325581395,0.7261763529999999,0.6967209740000001,0.660558093,0.52173913,0.72792253,0.584348112,0.7478444759999999,0.363636364,0.333224189,0.8211494220000001,0.19497847100000001,42,44.0,1,1
29,u47,0.758641586,0.9305362070000001,0.770021776,0.851849009,0.7893564909999999,0.815126383,0.707321366,0.558823529,0.902695941,0.826171902,0.881330774,0.571428571,0.980532216,0.94930853,0.9288081309999999,0.9069767440000001,0.7234855570000001,0.609542088,0.61648621,0.586956522,0.882222007,0.438577072,0.7751622309999999,0.818181818,0.199983954,0.7951159390000001,0.203328315,51,52.0,1,1
40,u50,0.9950672279999999,1.0,0.909582914,0.983160833,0.8207526159999999,0.882326388,0.676874478,0.764705882,0.905969317,0.9489289479999999,0.8446461270000001,0.7428571429999999,0.852897645,0.5679732129999999,0.65016885,0.9069767440000001,0.909012597,0.673379244,0.625818002,1.0,0.8020372459999999,0.072619251,0.61233455,0.772727273,0.48885484799999995,1.0,0.0,48,47.7,1,1
30,u51,0.427137489,0.948592509,0.63922988,0.775243083,0.573591628,0.7347917159999999,0.598773922,0.058823529000000006,0.563079566,0.7042155040000001,0.684006105,0.0,0.451439264,0.660544922,0.5478263520000001,0.069767442,0.955498794,0.9526466,1.0,0.39130434799999997,0.0,0.41830838600000003,0.0,0.022727273,0.050838055,0.883749707,0.10592072,40,48.0,1,1
31,u52,0.227511823,0.0,0.8409665140000001,0.0,0.588287686,0.24907273100000002,0.624070249,0.029411765,0.909513105,0.973674844,0.958109945,0.11428571400000001,0.468138254,0.748022518,0.563464805,0.069767442,0.823438185,0.895538119,0.827115308,0.434782609,0.24100635,0.394275764,0.258246536,0.06818181799999999,0.114964586,0.7947826020000001,0.19326803399999998,34,37.0,0,1
32,u53,0.912932559,0.99295122,0.662055863,0.7870088679999999,0.649298597,0.652050264,0.690706328,0.029411765,0.459043628,0.607591152,0.562126436,0.11428571400000001,0.643598566,0.17727116199999998,0.602409546,0.418604651,0.9097033840000001,0.8666411409999999,0.880946165,0.630434783,0.365018099,0.289444613,0.36760744100000003,0.13636363599999998,0.0,0.99143349,0.00264366,50,49.0,1,1
33,u56,0.621185058,0.9693461990000001,0.5875859,0.834611359,0.9222890220000001,1.0,0.9786637840000001,0.117647059,0.656433525,0.769964945,0.706676636,0.228571429,0.759589312,0.509768973,0.709948314,0.511627907,0.887693738,0.664786337,0.741166665,0.826086957,0.744144357,0.394496269,0.76221237,0.386363636,0.373150275,0.31091346,0.662564186,46,48.0,1,1
41,u57,0.235266445,0.965251787,0.151940971,0.7357651890000001,0.38922289,0.505931006,0.41866796,0.0,0.168410017,0.663341738,0.35809954299999996,0.0,0.339135058,0.708615076,0.463836194,0.023255814,0.436409978,0.581027092,0.555684066,0.086956522,0.398640747,0.8422626670000001,0.49331335299999995,0.0,0.06432286,0.8549763440000001,0.133390551,50,48.9,1,1
42,u58,0.724696462,0.979176908,0.426913793,0.364464799,0.7978178579999999,0.841590827,0.8419094690000001,0.088235294,0.36482573700000004,0.34956555899999997,0.316986749,0.457142857,0.481866141,0.487026351,0.548708251,0.139534884,0.585815369,0.215747574,0.49859654299999995,0.47826087,0.27911841,0.360985083,0.289445571,0.090909091,0.076453902,0.97040252,0.024504056,51,49.4,1,1
34,u59,0.297927125,0.9153480759999999,0.7072373670000001,0.923109325,0.695836117,0.8281840509999999,0.719364393,0.117647059,0.090574259,0.36579017399999997,0.293825052,0.0,0.598699344,0.8280394259999999,0.6784937059999999,0.093023256,0.032640407,0.582049901,0.243503485,0.0,0.7770642259999999,0.770558272,0.8990195329999999,0.159090909,0.047892453,0.906537768,0.084567755,43,50.0,1,1
3,u03,1.0,0.997713692,1.0,1.0,1.0,0.9595290320000001,1.0,0.735294118,1.0,1.0,1.0,0.542857143,0.879110554,0.566417507,0.7364493870000001,0.860465116,0.7594693220000001,0.181564295,0.558806719,0.739130435,0.7721994529999999,0.11029030000000001,0.6435766039999999,0.659090909,0.25501114399999997,0.985731093,0.012731318,34,31.0,0,0
4,u04,0.0,0.9463099340000001,0.0,0.83057481,0.48986862600000003,0.6730989340000001,0.42069751299999997,0.264705882,0.127504261,0.9159681409999999,0.193061615,0.257142857,0.0,0.59896863,0.0,0.23255814,0.9140624470000001,0.79481375,0.973175309,0.260869565,0.183891527,0.345974292,0.023714719,0.25,0.40691675200000005,0.669608477,0.361375565,27,33.0,0,0
